Time (s),Ground Accel (m/s²),Floor Disp (m),Floor Vel (m/s),Floor Accel (m/s²),Damper Rel Disp (m),Damper Rel Vel (m/s),Damper Rel Accel (m/s²),Damper Abs Disp (m),Damper Abs Accel (m/s²)
0.15,0.004893647868000001,-5.0140490194343366e-05,-0.0007039749294371361,0.00010158291932344053,-7.465824452051416e-07,-1.6061887264796784e-05,-0.00023233504786393638,-5.0887072639548506e-05,-0.00013075212854049556
0.16,0.004961248578000001,-5.742127029775207e-05,-0.0007521810912446042,0.0001120811651829489,-9.192538313660085e-07,-1.8472389967376603e-05,-0.00024976549265202724,-5.834052412911808e-05,-0.00013768432746907866
0.17,0.005060384514,-6.518774295959971e-05,-0.0008011134411249243,0.00012308195075302463,-1.1169118225045167e-06,-2.1059208260325038e-05,-0.00026759816593765974,-6.630465478210422e-05,-0.00014451621518463478
0.18,0.004994705583,-7.344381417690845e-05,-0.0008501008023368237,0.00013453590386710776,-1.3413346428504055e-06,-2.3825355808852714e-05,-0.00028563134376787555,-7.478514881975885e-05,-0.00015109543990076812
0.19,0.004788756405,-8.218238745028839e-05,-0.0008976138523391633,0.00014631608366496608,-1.594313996652206e-06,-2.6770514951507372e-05,-0.0003034004847630561,-8.377670144694059e-05,-0.00015708440109808968
0.2,0.0046710883980000005,-9.138740452477556e-05,-0.0009433895625582714,0.00015838667551341598,-1.8776246138106025e-06,-2.989160848017195e-05,-0.00032081822096985976,-9.326502913858617e-05,-0.0001624315454564441
0.21,0.004634162577,-0.00010104570172510518,-0.0009882698775076529,0.00017080130961028527,-2.193014425577201e-06,-3.3186353873147735e-05,-0.00033813085762529735,-0.00010323871615068238,-0.00016732954801501176
0.22,0.004591340946000001,-0.00011115017849960509,-0.0010326254773923287,0.00018358223645453288,-2.5422173737733654e-06,-3.6654235766085154e-05,-0.0003554455209621865,-0.00011369239587337845,-0.00017186328450765394
0.23,0.004544607087,-0.00012169532441983315,-0.0010764037066532844,0.00019671994435433836,-2.9269644362492397e-06,-4.02951767290897e-05,-0.0003727426716387221,-0.0001246222888560824,-0.0001760227272843834
0.24,0.004644801522,-0.00013267892200422097,-0.001120315810224279,0.00021026795044672662,-3.3489906197597564e-06,-4.4110059973013625e-05,-0.00039023397714606277,-0.00013602791262398072,-0.00017996602669933647
0.25,0.004831198389000001,-0.00014410811531151017,-0.001165522851233562,0.0002243237586967142,-3.8100538283777953e-06,-4.810258175059417e-05,-0.00040827037837004533,-0.00014791816913988797,-0.0001839466196733308
0.26,0.0048462989219999995,-0.00015599370158023965,-0.0012115944025123326,0.00023886329654919814,-4.311954544441236e-06,-5.2277561462094016e-05,-0.00042672556392992346,-0.0001603056561246809,-0.00018786226738072564
0.27,0.004632306525,-0.00016833429597163912,-0.0012565244757675614,0.0002537274994050421,-4.856523149853533e-06,-5.6636159620365365e-05,-0.00044499406772434706,-0.00017319081912149265,-0.00019126656831930464
0.28,0.00431341776,-0.00018111012148748541,-0.0012986406274016985,0.0002687664587675007,-5.445573672778462e-06,-6.117394496462034e-05,-0.0004625630011266471,-0.00018655569516026388,-0.00019379654235914673
0.29,0.004159211427,-0.00019429452486587488,-0.001338240048276194,0.00028397855333341625,-6.08086492628509e-06,-6.58843057367053e-05,-0.00047950915329034464,-0.00020037538979215995,-0.00019553059995692807
0.3,0.004333507659000001,-0.00020787465523626939,-0.0013777860258027078,0.0002995450273638048,-6.764109883520338e-06,-7.076468571034432e-05,-0.0004965668414374588,-0.00021463876511978972,-0.00019702181407365432
0.31,0.004521994056,-0.0002218585242303432,-0.0014189877730120563,0.0003156072457665086,-7.497027220986802e-06,-7.581878178294856e-05,-0.0005142523730833898,-0.00022935555145133,-0.0001986451273168809
0.32,0.004530368853,-0.0002362585180790975,-0.001461010996738805,0.0003321109178837491,-8.28137931590031e-06,-8.1051637199753e-05,-0.0005323187102774975,-0.00024453989739499783,-0.0002002077923937487
0.33,0.00395472492,-0.00025106373398080495,-0.0015000321836026818,0.0003487454823408939,-9.118943898043061e-06,-8.646127922879724e-05,-0.0005496096955313502,-0.000260182677878848,-0.000200864213190456
0.34,0.003128250078,-0.00026622328315818733,-0.0015318776518737952,0.0003651358614364382,-1.0011418107210422e-05,-9.203356260467483e-05,-0.0005648469796441692,-0.00027623470126539773,-0.00019971111820773092
0.35,0.0030845416230000002,-0.0002816787151566476,-0.0015592087478182592,0.00038143665067077743,-1.0960345041608497e-05,-9.775182427494015e-05,-0.0005788053544088957,-0.0002926390601982561,-0.0001973687037381184
0.36,0.003972384882000001,-0.00029742773192309896,-0.0015905946054720127,0.00039831832357853196,-1.1967184936357836e-05,-0.00010361615467492767,-0.0005940607255886075,-0.0003093949168594568,-0.0001957424020100759
0.37,0.004462394382,-0.0003135241885133205,-0.0016286967125722922,0.0004160395203655458,-1.3033483888774067e-05,-0.00010964363580831852,-0.0006114355010895621,-0.00032655767240209456,-0.000195395980724016
0.38,0.004461182847000001,-0.0003300129867807845,-0.001669062940920509,0.0004342920389910519,-1.4160946338306935e-05,-0.0001158488540982552,-0.0006296081568977733,-0.0003441739331190914,-0.00019531611790672178
0.39,0.004464946944,-0.00034690458978169807,-0.0017092576592622063,0.00045289408366948856,-1.535137131144041e-05,-0.00012223614052843948,-0.0006478491291390833,-0.00036225596109313847,-0.00019495504546959436
0.4,0.004496222205000001,-0.0003641980768255343,-0.001749439749505041,0.000471857016763594,-1.6606584058157178e-05,-0.00012880640881491435,-0.0006662045281558877,-0.00038080466088369146,-0.00019434751139229406
0.41,0.004917357657,-0.0003819037335516994,-0.001791691595727982,0.0004913536006482108,-1.7928435855630567e-05,-0.00013556395067976354,-0.0006853038448139491,-0.00039983216940733,-0.000193950244165738
0.42,0.005446176498,-0.00040005466379685825,-0.001838494453303783,0.0005116090391915577,-1.9318855612632157e-05,-0.0001425200007205544,-0.0007059061633442233,-0.0004193735194094904,-0.00019429712415266597
0.43,0.0046312725510000005,-0.00041866545055744403,-0.0018836628988133741,0.00053215090789018,-2.0779857160046953e-05,-0.00014968030876240482,-0.0007261554450258585,-0.000439445307717491,-0.00019400453713567817
0.44,0.00308042829,-0.0004376677658103408,-0.0019168001517659789,0.000552099342588876,-2.2313386476343805e-05,-0.00015702555449696558,-0.0007428937018862906,-0.0004599811522866846,-0.0001907943592974145
0.45,0.002463778557,-0.0004569462843756636,-0.0019389035612985823,0.0005714255978904507,-2.3921123639150283e-05,-0.00016452187806432998,-0.0007563710115865875,-0.0004808674080148139,-0.00018494541369613697
0.46,0.002853142362,-0.00047643918651873215,-0.0019596768673151277,0.000590834117800454,-2.5604488683022272e-05,-0.0001721511307100679,-0.0007694795175609946,-0.0005020436752017544,-0.0001786453997605405
0.47,0.003555299979,-0.0004961661238875524,-0.001985710606448918,0.0006108603964415393,-2.736484221251576e-05,-0.00017991957518862965,-0.0007842093781513544,-0.0005235309661000681,-0.00017334898170981525
0.48,0.00337341375,-0.000516165393408734,-0.0020141432977874157,0.0006313150648589684,-2.9203636076433252e-05,-0.0001878391975948689,-0.0007997151030964931,-0.0005453690294851673,-0.00016840003823752467
0.49,0.0027926882370000006,-0.0005364289038925756,-0.0020385587989809003,0.0006516866834441631,-3.112237248395472e-05,-0.0001959080839094252,-0.0008140621598147659,-0.0005675512763765303,-0.00016237547637060288
0.5,0.003181866633,-0.0005569307592055939,-0.0020618122636227483,0.0006721752581862221,-3.312250731755429e-05,-0.00020411888281048843,-0.0008280976203978828,-0.0005900532665231482,-0.00015592236221166058
0.51,0.003817779282,-0.0005776897367247301,-0.002089983240204497,0.0006932753404639896,-3.520549002333465e-05,-0.00021247765834558392,-0.0008436574866212161,-0.0006128952267480648,-0.0001503821461572262
0.52,0.0038171033730000003,-0.0005987452375656778,-0.0021211169279850375,0.000714869758427869,-3.73728622796631e-05,-0.00022099679292010511,-0.0008601694282830251,-0.0006361180998453408,-0.00014529966985515636
0.53,0.0030958142940000002,-0.0006200929475097517,-0.0021484250608297456,0.0007364213396304628,-3.962622415690571e-05,-0.0002296755825284167,-0.0008755884933792953,-0.0006597191716666574,-0.0001391671537488326
0.54,0.002532136599,-0.0006416805448430348,-0.002169094405826873,0.0007576605539440658,-4.196709582684813e-05,-0.00023849875146006818,-0.0008890452929509988,-0.0006836476406698829,-0.00013138473900693292
0.55,0.002987220537,-0.0006634710559438373,-0.002189007814333641,0.0007790148807023047,-4.4396866801777944e-05,-0.00024745544352589434,-0.0009022931202142288,-0.0007078679227456153,-0.00012327823951192429
0.56,0.0037824740730000002,-0.0006854908750358503,-0.0022149560040689454,0.0008010417822368523,-4.691691319595078e-05,-0.00025655383530867273,-0.0009173852363414502,-0.000732407788231801,-0.00011634345410459776
0.57,0.00486754542,-0.0007078160580645775,-0.0022500806016764892,0.0008240581892544046,-4.952876863069766e-05,-0.00026581725164070356,-0.0009352980300647186,-0.0007573448266952751,-0.00011123984081031369
0.58,0.0042543497880000005,-0.0007305031209384326,-0.0022873319730945464,0.0008475627351341494,-5.223417193726332e-05,-0.00027526340967242775,-0.0009539335762801219,-0.000782737292875696,-0.00010637084114597292
0.59,0.001857284136,-0.0007534862892625511,-0.0023093016917291533,0.0008701274619444834,-5.5034855021409124e-05,-0.00028487320715673355,-0.0009680259205810422,-0.0008085211442839603,-9.789845863655898e-05
0.6,0.0016930353060000001,-0.0007766240160279934,-0.002318243661359311,0.0008917980540240438,-5.793224254992579e-05,-0.0002946042985465994,-0.0009781923573921295,-0.0008345562585779192,-8.63943033680857e-05
0.61,0.0035717729310000006,-0.0007998929221123945,-0.0023355375555209083,0.0009142313506564702,-6.092751169667378e-05,-0.0003044495308029994,-0.000990854093887872,-0.0008608204338090683,-7.662274323140192e-05
0.62,0.0032450930640000003,-0.0008233724276231278,-0.0023603635466257493,0.0009374364233753385,-6.40219232942979e-05,-0.00031443278872182365,-0.001005797489876972,-0.0008873943509174258,-6.836106650163348e-05
0.63,0.0018445399650000001,-0.0008470558650172102,-0.002376323932190723,0.0009601194926299218,-6.72168482695292e-05,-0.00032455220632443777,-0.0010180860306458514,-0.0009142727132867394,-5.796653801592956e-05
0.64,0.003168815409,-0.000870895863115301,-0.002391675687427443,0.0009828848340260894,-7.051357705710413e-05,-0.000334793551190548,-0.001030182942576199,-0.0009414094401724052,-4.7298108550109744e-05
0.65,0.0043892853570000005,-0.0008949518299931033,-0.002419517688133008,0.001006815790860872,-7.39134184739597e-05,-0.0003451747321805657,-0.0010460532554273402,-0.000968865248467063,-3.9237464566467886e-05
0.66,0.0033196412160000003,-0.0009192887838423472,-0.0024478730817157853,0.0010310320655836512,-7.741787014299824e-05,-0.00035571560162714236,-0.0010621206338879943,-0.0009967066539853455,-3.108856830434312e-05
0.67,0.002149691787,-0.0009438521085668031,-0.0024647918631753923,0.001054544645494902,-8.10284483285848e-05,-0.00036640003549016855,-0.00107476613871724,-0.001024880556895388,-2.0221493222337926e-05
0.68,0.002512814823,-0.0009685632801606957,-0.002477442455603126,0.0010778434789583584,-8.474647064491696e-05,-0.0003772044277762648,-0.0010861123185019997,-0.0010533097508056127,-8.268839543641281e-06
0.69,0.0029939668740000002,-0.0009934208887912835,-0.002494079270514425,0.001101575235781868,-8.857313376052335e-05,-0.00038812819534501215,-0.0010986411952474714,-0.0010819940225518067,2.9340405343965953e-06
0.7,0.002246191776,-0.0010184370132140584,-0.0025091456140405584,0.0011253147089914642,-9.250964888576854e-05,-0.00039917482970402616,-0.0011106856765553366,-0.001110946662099827,1.4629032436127513e-05
0.71,0.0012236660460000002,-0.0010435583723727082,-0.002515126217689398,0.0011484223832406008,-9.655716337095005e-05,-0.0004103280673322749,-0.0011199618490944116,-0.0011401155357436581,2.8460534146189202e-05
0.72,0.0007806593952000001,-0.0010687017585950757,-0.0025135510267841016,0.001170941239018668,-0.0001007166154506354,-0.00042156234860479667,-0.001126894405409942,-0.001169418374045711,4.4046833608725943e-05
0.73,-0.0004785213033,-0.0010937857311981757,-0.002503243493835902,0.0011927034425212152,-0.00010498868866743678,-0.0004328522947554775,-0.001131094824726234,-0.0011987744198656124,6.16086177949814e-05
0.74,-0.0011100927330000001,-0.0011187182944385767,-0.0024832691542443,0.0012135504394991618,-0.00010937379506541244,-0.00044416898483965605,-0.0011322431921094692,-0.0012280920895039891,8.130724738969258e-05
0.75,0.0002081238588,-0.0011434672363830388,-0.0024665192346481203,0.0012344646055367486,-0.00011387214610100668,-0.00045550122227919177,-0.001134204295797667,-0.0012573393824840454,0.0001002603097390816
0.76,0.001215479601,-0.001168105753279202,-0.002461184144584529,0.0012561568669814975,-0.00011848400026522439,-0.0004668696105643502,-0.0011394733612340138,-0.0012865897535444264,0.00011668350574748363
0.77,0.00045831260520000003,-0.0011926960888621891,-0.002456882972012886,0.0012778698535470976,-0.0001232098070537278,-0.0004782917471363302,-0.001144953953162001,-0.001315905895915917,0.0001329159003850966
0.78,0.0025193865419999998,-0.0012172749130397588,-0.002458881863501044,0.001300050996021299,-0.00012805015451886924,-0.0004897777458919588,-0.001152245797963716,-0.001345325067558628,0.0001478051980575829
0.79,0.005915541834,-0.0012420089915062755,-0.0024879338298022967,0.0013244841197282437,-0.00013300592968204218,-0.0005013772867426301,-0.0011676623721705334,-0.0013750149211883176,0.00015682174755771074
0.8,0.004511049039,-0.0012670821330344184,-0.002526694475826296,0.001349977548471916,-0.00013807854568330817,-0.0005131459135105665,-0.0011860629814167381,-0.0014051606787177267,0.00016391456705517737
0.81,0.00192991149,-0.001292441998962298,-0.0025452787097496044,0.0013741361958663082,-0.000143269617245425,-0.0005250683989128015,-0.0011984340990302575,-0.001435711616207723,0.0001757020968360507
0.82,0.0025754644260000004,-0.001317938126399787,-0.0025539467777481984,0.001397626120414895,-0.00014858045703471334,-0.0005370995589448656,-0.0012077979073825654,-0.0014665185834345004,0.00018982821303232958
0.83,0.001333244727,-0.0013435048484436297,-0.002559397631020356,0.0014209123781535951,-0.00015401205110832143,-0.0005492192557767528,-0.0012161414589948768,-0.001497516899551951,0.00020477091915871827
0.84,-0.0007618900203000001,-0.0013690415151518768,-0.002547935710629051,0.0014428264068073388,-0.00015956512975054586,-0.0005613964726681322,-0.0012193019192809876,-0.0015286066449024225,0.00022352448752635122
0.85,0.002047368582,-0.0013944803161524953,-0.0025398244894946497,0.0014648963817729486,-0.00016524016068890794,-0.0005736097150042833,-0.0012233465479492308,-0.0015597204768414033,0.00024154983382371773
0.86,0.004573469088000001,-0.001419970232740132,-0.00255815882803271,0.0014890735806148987,-0.00017103772365465394,-0.0005859028781449167,-0.001235286080177447,-0.001591007956394786,0.00025378750043745114
0.87,0.004436764776,-0.0014457019906073394,-0.002588192745408757,0.0015143768081757698,-0.0001769589037066336,-0.0005983331322510152,-0.001250764741042246,-0.001622660894313973,0.0002636120671335243
0.88,0.002050953156,-0.0014716697797862621,-0.0026053650903757907,0.001538872130417516,-0.00018300506391140267,-0.0006108989087028002,-0.0012623905493147594,-0.0016546748436976648,0.0002764815811027565
0.89,-0.0008458591077000001,-0.00149767605388663,-0.0025958897296977923,0.00156129405348218,-0.00018917726106399644,-0.0006235405218159527,-0.0012659320733157428,-0.0016868533149506264,0.0002953619801664371
0.9,-0.0017132664690000003,-0.001523492389978612,-0.0025673774886985756,0.001582028569661155,-0.0001954759041411641,-0.0006361880936175822,-0.0012635822870101757,-0.001718968294119776,0.00031844628265097923
0.91,-0.001153123317,-0.0015490148959693237,-0.0025371237094437902,0.0016023374952958906,-0.00020190088715419662,-0.0006488085089889199,-0.0012605007872573712,-0.0017509157831235203,0.0003418367080385194
0.92,-0.00148262454,-0.0015742396202113567,-0.00250782113896281,0.0016224287439001437,-0.00020845192218221426,-0.000661398496614607,-0.0012574967378800564,-0.001782691542393571,0.0003649320060200873
0.93,-0.0007526684241,-0.0015991803290076683,-0.002480320620299503,0.001642382024661266,-0.00021512871538426732,-0.000673960143796005,-0.001254832698399547,-0.0018143090443919355,0.0003875493262617192
0.94,0.0001418071797,-0.0016238856360562411,-0.0024607407894150666,0.0016627229078260094,-0.0002219310469052975,-0.0006865061604100295,-0.0012543706244053624,-0.0018458166829615386,0.00040835228342064704
0.95,-0.00015750092340000002,-0.001648409006113983,-0.0024439332221333062,0.0016830968048260405,-0.00022885883239760033,-0.0006990509380505394,-0.0012545849036966236,-0.0018772678385115833,0.00042851190112941687
0.96,0.001103010894,-0.001672787306625637,-0.0024317268801974943,0.0017036815529363693,-0.00023591210744547655,-0.0007116040715247032,-0.001256041791136139,-0.0019086994140711136,0.0004476397618002302
0.97,0.004840011693,-0.001697167404030144,-0.0024442926007039152,0.001726196932779405,-0.00024309117099767521,-0.00072420863891503,-0.0012648716869292395,-0.0019402585750278192,0.000461325245850166
0.98,0.006594522345,-0.0017218092615667938,-0.0024840789066260254,0.0017510759207985133,-0.0002503969272012635,-0.0007369426018026216,-0.0012819208905890914,-0.0019722061887680574,0.0004691550302094215
0.99,0.002311855992,-0.0017467845522984513,-0.0025109792397054733,0.0017752358003118533,-0.0002578307800812027,-0.000749827974185228,-0.001295153585932188,-0.002004615332379654,0.0004800822143796652
1.0,-0.001585350936,-0.0017718232211987137,-0.002496754540347017,0.0017962091273793568,-0.0002653938376533782,-0.0007627835402498661,-0.0012959596269954102,-0.002037217058852092,0.0005002495003839467
1.01,-0.0002344653765,-0.001796654966994802,-0.0024695946188706217,0.0018159588553996672,-0.0002730863896742057,-0.0007757268639156327,-0.001292705106157924,-0.0020697413566690076,0.0005232537492417434
1.02,0.003929927202000001,-0.0018213519578483594,-0.0024698035518408695,0.0018377163760508134,-0.00028090841458586457,-0.0007886781184161442,-0.0012975457939443627,-0.002102260372434224,0.0005401705821064507
1.03,0.002396492748,-0.0018461156975846202,-0.002482944395411305,0.0018605348598620783,-0.00028886029001580054,-0.0008016969675710503,-0.0013062240370368436,-0.0021349759876004206,0.0005543108228252347
1.04,-0.002144285496,-0.0018708579104570013,-0.0024654981790649126,0.0018809156614164966,-0.00029694255555526777,-0.0008147561403223951,-0.001305610513232133,-0.0021678004660122692,0.0005753051481843636
1.05,-0.0014589255420000002,-0.0018953283015874717,-0.0024285800470291714,0.0018994997077317948,-0.00030515523080691453,-0.000827778910006957,-0.0012989434236802574,-0.0022004835323943864,0.0006005562840515374
1.06,0.0026656291170000005,-0.0019195487894224067,-0.0024155175199578123,0.0019197092815400317,-0.000313497975169573,-0.0008407699625247379,-0.001299267079875929,-0.00223304676459198,0.0006204422016641026
1.07,0.0016405871220000002,-0.0019437151009648913,-0.0024177447885391236,0.0019410532411977127,-0.00032197075867080346,-0.0008537867377213536,-0.0013040879594472007,-0.002265685859635695,0.000636965281750512
1.08,0.0009284003496,-0.001967859205648439,-0.00241107614817041,0.001961662304145056,-0.0003305738818448804,-0.0008668378970940335,-0.0013061439150887613,-0.0022984330874933193,0.0006555183890562942
1.09,0.004671864369,-0.0019920113462828706,-0.0024193519787159014,0.0019834363053566175,-0.0003393077299072014,-0.0008799317153701712,-0.0013126197401388015,-0.002331319076190072,0.0006708165652178164
1.1,0.004364510202,-0.0020163310225056294,-0.002444583265835869,0.002006680841649822,-0.0003481729672478639,-0.0008931157527623222,-0.0013241877382914016,-0.002364503989753493,0.0006824931033584205
1.11,0.0025586118270000003,-0.0020408490350557473,-0.0024590192441877132,0.002029245516981298,-0.00035717054227322635,-0.0009063992523101694,-0.0013325121712780582,-0.0023980195773289736,0.0006967333457032396
1.12,0.0027296266140000003,-0.002065469421579468,-0.0024650580605563906,0.0020512296502831957,-0.00036630130443682344,-0.0009197531804092485,-0.0013382734485377604,-0.002431770726016291,0.0007129562017454353
1.13,0.002638559403,-0.002090151094380627,-0.002471276499675474,0.00207326854290013,-0.00037556589393072807,-0.0009331647183716774,-0.0013440341439480172,-0.0024657169883113552,0.0007292343989521127
1.14,0.0019588176360000003,-0.002114874586833429,-0.002473421990884925,0.0020950102542096794,-0.0003849648546331317,-0.0009466274221090473,-0.0013485066035259755,-0.002499839441466561,0.0007465036506837039
1.15,1.159229061e-05,-0.0021395528005843547,-0.0024622207593001915,0.002115645989347069,-0.00039449856312301454,-0.0009601142758675237,-0.0013488641481693184,-0.002534051363707369,0.0007667818411777505
1.16,-0.0007180529562,-0.0021640510797004686,-0.0024374350639225825,0.002135032420584797,-0.00040416705195033984,-0.0009735834895975363,-0.001344978597833221,-0.0025682181316508085,0.0007900538227515759
1.17,0.003934471194,-0.0021883985702981813,-0.00243206305561996,0.00215578747773973,-0.00041397018105376936,-0.0009870423310883662,-0.0013467897003327542,-0.0026023687513519506,0.0008089977774069757
1.18,0.004010055282000001,-0.0022128094587183854,-0.0024501146284208485,0.002178424438082586,-0.000423908163973522,-0.0010005542528621642,-0.0013555946544268585,-0.0026367176226919074,0.0008228297836557273
1.19,-0.0037331327160000003,-0.002237208117268233,-0.002429617081548671,0.0021980075023530095,-0.00043398141432072975,-0.0010140958165793831,-0.0013527180890169385,-0.0026711895315889625,0.0008452894133360715
1.2,-0.005978627001000001,-0.002261151213456413,-0.0023590021560873386,0.002213217872913493,-0.0004441895527607873,-0.0010275318714321239,-0.0013344928815311988,-0.0027053407662172005,0.0008787249913822948
1.21,-0.00149879142,-0.0022844432522395527,-0.002299405600540609,0.0022286748154324706,-0.0004545312145329523,-0.0010408004830008836,-0.0013192294322207396,-0.002738974466772505,0.0009094453832117313
1.22,-0.0030057712470000003,-0.002307212857623087,-0.002254515476166246,0.0022447873924401765,-0.00046500490243493346,-0.0010539370973953444,-0.0013080934466714292,-0.0027722177600580204,0.0009366939457687478
1.23,-0.01093997466,-0.002329296835730895,-0.0021622801453953246,0.0022565328547441664,-0.0004756090345084125,-0.0010668893173004653,-0.0012823505343527194,-0.0028049058702393076,0.0009741823203914465
1.24,-0.01366401546,-0.002350191549829547,-0.0020166626743351166,0.002262971237297467,-0.00048634098579625396,-0.0010795009402678262,-0.001239974059119461,-0.002836532535625801,0.0010229971781780065
1.25,-0.009714549681,-0.002369660424369248,-0.0018771122336050813,0.002268551767709572,-0.0004971969633461405,-0.0010916945697094765,-0.00119875182921059,-0.0028668573877153884,0.0010697999384989814
1.26,-0.002769093225,-0.002388005808080672,-0.0017919645086797353,0.0022773503113595727,-0.0005081732117523974,-0.00110355511154191,-0.0011733565372761237,-0.0028961790198330697,0.001103993774083449
1.27,0.001209662271,-0.002405772286620423,-0.0017613311992704683,0.002289880616493829,-0.0005192671981562299,-0.0011152421692245953,-0.0011640549992609247,-0.0029250394847766532,0.0011258256172329041
1.28,0.002871177066,-0.0024233727613606026,-0.0017587637487654223,0.0023044488215153776,-0.000530477797892498,-0.0011268777780290091,-0.0011630667616218085,-0.0029538505592531005,0.001141382059893569
1.29,0.003817599759,-0.0024410120057215207,-0.0017690851234181914,0.0023200530729307893,-0.000541804800171532,-0.0011385226777778014,-0.0011659131881366388,-0.002982816805893053,0.0011541398847941505
1.3,0.001093148901,-0.00245870924961424,-0.0017703636551257083,0.0023349892455658073,-0.0005532483248975765,-0.0011501822674310975,-0.0011660047425225942,-0.0030119575745118166,0.0011689845030432133
1.31,-0.00154083708,-0.002476284627070965,-0.0017447118362192663,0.0023476863567225862,-0.0005648082448006462,-0.0011618017131828418,-0.0011578844078262737,-0.0030410928718716114,0.0011898019488963127
1.32,0.0012952054710000003,-0.002493607907290165,-0.0017199442076207174,0.002360207753987164,-0.0005764839556737152,-0.0011733404614309609,-0.0011498652417974956,-0.00307009186296388,0.0012103425121896686
1.33,0.0001312476957,-0.00251072467618118,-0.0017034095705822502,0.0023731728204062857,-0.0005882747113728233,-0.0011848106783906652,-0.001144178150143341,-0.003098999387554003,0.0012289946702629447
1.34,-0.004698800667000001,-0.002527525666944399,-0.0016567885820616037,0.0023834719124230025,-0.000600179653863951,-0.0011961778198348648,-0.0011292501386965773,-0.00312770532080835,0.0012542217737264256
1.35,-0.004039969896,-0.002543755707042401,-0.0015892194375388092,0.0023915864291358746,-0.0006121973564072589,-0.0012073626888267238,-0.0011077236596752113,-0.00315595306344966,0.001283862769460663
1.36,-0.003507287877,-0.0025593394414845957,-0.0015275274509001036,0.0023995531256052385,-0.000624325867352943,-0.001218339500310079,-0.0010876386369958438,-0.0031836653088375385,0.001311914488609395
1.37,-0.005043253311,-0.0025742808007634724,-0.0014607444048752366,0.0024065148913681523,-0.0006365630958020305,-0.0012291061895074343,-0.0010656992024751818,-0.003210843896565503,0.00134081568889297
1.38,-0.008951343453,-0.0025884179525087086,-0.0013666859441719974,0.0024105804852796644,-0.0006489066793109612,-0.001239610512278702,-0.0010351653517783857,-0.0032373246318196697,0.001375415133501279
1.39,-0.00853797654,-0.002601527006678806,-0.0012551248898475074,0.00241231038661832,-0.000661353635694482,-0.0012497807644254626,-0.0009988850775737332,-0.0032628806423732884,0.0014134253090445862
