stop_id,arrival_info,stop_number,stop_name,latitude,longitude,direction,route_id
1035100460,16分鐘,4,臺北車站(鄭州),25.048809,121.5174713,come,0100000200
1034900100,19分鐘,5,後車站,25.050269,121.5135627,come,0100000200
1035000300,21分鐘,6,圓環(重慶),25.052844,121.514207,come,0100000200
1035600000,24分鐘,7,民生重慶路口,25.056766,121.5138258,come,0100000200
1035800300,25分鐘,8,涼州重慶路口,25.060669,121.5135455,come,0100000200
1035900000,26分鐘,9,捷運大橋頭站,25.062704,121.513583,come,0100000200
1036300200,29分鐘,10,昌吉重慶路口,25.065794,121.5137575,come,0100000200
1036900020,31分鐘,11,民族重慶路口,25.068586,121.5143308,come,0100000200
1036400420,32分鐘,12,蘭州國中,25.068512,121.5161869,come,0100000200
1036500001,33分鐘,13,民族承德路口,25.069322,121.518574,come,0100000200
1036700360,35分鐘,14,庫倫街,25.072013,121.5176838,come,0100000200
1036700060,37分鐘,15,大龍峒保安宮,25.07209,121.515621,come,0100000200
1037300160,38分鐘,16,酒泉重慶路口,25.072042,121.514591,come,0100000200
1037300260,41分鐘,17,酒泉街,25.072185,121.5135209,come,0100000200
1037300060,42分鐘,18,老師里,25.072183,121.511508,come,0100000200
1037200000,44分鐘,19,污水處理廠,25.075572,121.5118974,come,0100000200
1116500300,45分鐘,20,社子消防分隊,25.079411,121.5112234,come,0100000200
1116500400,46分鐘,21,海光新村,25.080711,121.5107623,come,0100000200
1116501000,47分鐘,22,葫蘆堵市場,25.083057,121.5102329,come,0100000200
1117300200,49分鐘,23,葫蘆寺(葫蘆里),25.086022,121.5096458,come,0100000200
1117200100,50分鐘,24,社子市場,25.087505,121.5090743,come,0100000200
1117200600,52分鐘,25,社園里,25.089056,121.5079873,come,0100000200
1117200360,54分鐘,26,社子派出所,25.089599,121.5064251,come,0100000200
1117200760,54分鐘,27,永倫里(南),25.089467,121.503968,come,0100000200
1117200400,55分鐘,28,社子國小,25.089904,121.5025776,come,0100000200
1117500100,57分鐘,29,永倫里(延平),25.091148,121.500682,come,0100000200
1117500500,58分鐘,30,洲美橋,25.092658,121.4992219,come,0100000200
1117400300,59分鐘,31,中窟,25.09534,121.49649,come,0100000200
1117200900,60分鐘,32,福安里,25.09636,121.49544,come,0100000200
1117201000,61分鐘,33,福安區民活動中心,25.09717,121.49455,come,0100000200
1117200000,62分鐘,34,下竹圍,25.0982,121.49333,come,0100000200
1117400500,62分鐘,35,地藏禪寺,25.099749,121.4915352,come,0100000200
1117402000,63分鐘,36,臨江園,25.10163,121.48928,come,0100000200
1117401900,63分鐘,37,福安國中,25.10333,121.48729,come,0100000200
1117401600,65分鐘,38,富洲里八段,25.10576,121.48446,come,0100000200
1117401360,65分鐘,39,富安國小,25.10596,121.4833,come,0100000200
1117400960,66分鐘,40,建安新村,25.10601,121.48116,come,0100000200
1117400160,66分鐘,41,下溪沙尾,25.10597,121.47884,come,0100000200
1117400800,67分鐘,42,威靈廟,25.105957,121.4764835,come,0100000200
1117401500,67分鐘,43,富洲里九段,25.106223,121.4742815,come,0100000200
1117401100,68分鐘,44,浮線,25.106667,121.4725864,come,0100000200
1117400400,68分鐘,45,台北海大,25.108525,121.4706761,come,0100000200
1117401460,70分鐘,46,富洲里,25.109244,121.468346,come,0100000200
1046800240,,1,捷運行天宮站(松江路),25.060535,121.5331063,go,0100000500
1048500040,,2,長春松江路口,25.055006,121.533011,go,0100000500
1045700260,,3,南京吉林路口,25.052112,121.5303325,go,0100000500
1045400160,,4,南京林森路口,25.052167,121.5257174,go,0100000500
1044400040,,5,中山市場,25.051264,121.5220211,go,0100000500
1004100540,,6,行政院,25.046484,121.5197596,go,0100000500
1004700340,,7,臺北車站(公園),25.043929,121.516775,go,0100000500
1004600040,,8,捷運台大醫院站,25.041935,121.5161481,go,0100000500
1004800040,,9,一女中(公園),25.038007,121.5149627,go,0100000500
1004800540,,10,市立大學附小,25.036462,121.5149763,go,0100000500
1006600640,,11,南門,25.033565,121.515375,go,0100000500
1007600240,,12,寧波重慶路口,25.028886,121.5153917,go,0100000500
1007100040,,13,重慶南路三段(中正橋),25.024804,121.516528,go,0100000500
2344300940,,14,捷運頂溪站,25.01443,121.5155769,go,0100000500
2344400140,,15,中興街口,25.011595,121.5147464,go,0100000500
2344500840,,16,樂華夜市,25.00839,121.51386,go,0100000500
2344500440,,17,永和路口,25.005687,121.5128613,go,0100000500
2357400140,,18,永安市場(永貞路),25.003661,121.513414,go,0100000500
2357400040,,19,中安街,25.002081,121.512357,go,0100000500
2357400740,,20,安平派出所,25.000769,121.511211,go,0100000500
2357600140,,21,安平路,24.997722,121.511791,go,0100000500
2357600260,,22,宜安路,24.997295,121.5112044,go,0100000500
2357600560,,23,華泰新城(宜安路),24.998949,121.509048,go,0100000500
2357500760,,24,雙和里,24.99973,121.5068521,go,0100000500
2357500660,,25,南山高中,24.999775,121.505547,go,0100000500
2357500060,,26,中和派出所,24.999855,121.5028195,go,0100000500
2357500260,,27,中和廟口,25.000814,121.5009077,go,0100000500
2357500100,,28,中和農會(中和路),25.001862,121.499868,go,0100000500
2355800060,,29,一江新村,25.002636,121.498247,go,0100000500
2355701060,,30,捷運中和站(中山路),25.002436,121.496157,go,0100000500
2355700760,,31,家美工業區,25.00229,121.493465,go,0100000500
2355700360,,32,中和保養廠,25.003079,121.491807,go,0100000500
1045900300,16分鐘,33,長春松江路口,25.054536,121.5331386,go,0100000500
1048300320,20分鐘,34,民生松江路口,25.057791,121.535046,go,0100000500
1047800020,21分鐘,35,合江街口,25.057724,121.5381394,go,0100000500
