Time (s),Ground Accel (m/s²),Floor Disp (m),Floor Vel (m/s),Floor Accel (m/s²),Damper Rel Disp (m),Damper Rel Vel (m/s),Damper Rel Accel (m/s²),Damper Abs Disp (m),Damper Abs Accel (m/s²)
0.35,0.0030845416230000002,-0.0002828960987346255,-0.0015698435220735745,-0.002763394876249281,-9.667948988031355e-06,-8.805700162671196e-05,-0.000542514623986926,-0.00029256404772265687,-0.003305909500236207
0.36,0.003972384882000001,-0.00029875451082849363,-0.0016018388967000534,-0.003635680049046508,-1.057605079412598e-05,-9.356335959221311e-05,-0.0005587569691133036,-0.00030933056162261963,-0.004194437018159811
0.37,0.004462394382,-0.00031496653003407676,-0.0016405649444165725,-0.004109529494257314,-1.1540073514733009e-05,-9.924118452919258e-05,-0.0005768080182825893,-0.0003265066035488098,-0.004686337512539903
0.38,0.004461182847000001,-0.00033157721038480425,-0.0016815711257289255,-0.004091706768213288,-1.2561795481686053e-05,-0.00010510320886141627,-0.000595596848162148,-0.0003441390058664903,-0.004687303616375435
0.39,0.004464946944,-0.00034859717690589284,-0.0017224221784887933,-0.004078503783760246,-1.364308070149275e-05,-0.000111153835099923,-0.0006145283995391969,-0.0003622402576073856,-0.004693032183299443
0.4,0.004496222205000001,-0.00036602567253777825,-0.0017632769478882887,-0.004092450096138833,-1.4785823254147165e-05,-0.00011739467543096007,-0.0006336396666682185,-0.0003808114957919254,-0.004726089762807051
0.41,0.004917357657,-0.0003838731481688031,-0.001806218178316678,-0.004495795989539042,-1.5991947199591686e-05,-0.0001238301136579442,-0.000653447978728607,-0.0003998650953683948,-0.00514924396826765
0.42,0.005446176498,-0.0004021728805565785,-0.0018537282992384064,-0.0050062281948066055,-1.7263449097296285e-05,-0.00013047026588297548,-0.000674582466277648,-0.0004194363296538748,-0.005680810661084253
0.43,0.0046312725510000005,-0.0004209396340839477,-0.0018996224062354274,-0.004172593204597575,-1.8602404492247747e-05,-0.00013732081310731693,-0.0006955269785906414,-0.0004395420385761954,-0.004868120183188216
0.44,0.00308042829,-0.0004401052525246848,-0.0019335012819119974,-0.002603181930716447,-2.0010842767896763e-05,-0.00014436684202248632,-0.0007136788044432361,-0.00046011609529258155,-0.003316860735159683
0.45,0.002463778557,-0.00045955454965252736,-0.0019563581436565156,-0.0019681904181871436,-2.1490583486018127e-05,-0.00015158130160178665,-0.000729213111416827,-0.0004810451331385455,-0.0026974035296039706
0.46,0.002853142362,-0.00047922581276156384,-0.0019778944781507803,-0.0023390764806658247,-2.304323886038381e-05,-0.00015894977327134984,-0.0007444812224958112,-0.0005022690516219477,-0.003083557703161636
0.47,0.003555299979,-0.0004991387924421873,-0.002004701457973906,-0.003022319483959324,-2.4670376539802735e-05,-0.0001664777626124351,-0.00076111664572124,-0.00052380916898199,-0.003783436129680564
0.48,0.00337341375,-0.0005193318942644951,-0.002033918906487655,-0.002821170218790403,-2.637364299329742e-05,-0.00017417552808650198,-0.0007784364490921384,-0.0005457055372577925,-0.0035996066678825414
0.49,0.0027926882370000006,-0.0005397971404922324,-0.002059130339059807,-0.002221116295639991,-2.815473055006017e-05,-0.00018204198326604782,-0.0007948545868170305,-0.0005679518710422926,-0.0030159708824570217
0.5,0.003181866633,-0.0005605087418304315,-0.0020831899285800233,-0.002590801608403348,-3.00152981827625e-05,-0.0001900715432744187,-0.0008110574148571452,-0.0005905240400131941,-0.003401859023260493
0.51,0.003817779282,-0.0005814855806150093,-0.0021121778283355237,-0.003206778342696737,-3.19570038511914e-05,-0.00019826959041136077,-0.0008285520125312714,-0.0006134425844662007,-0.004035330355228009
0.52,0.0038171033730000003,-0.0006027671726614464,-0.002144140580951898,-0.0031857721805780724,-3.398158553800687e-05,-0.0002066467469517329,-0.0008468792955431468,-0.0006367487581994532,-0.004032651476121219
