Time (s),Ground Accel (m/s²),Floor Disp (m),Floor Vel (m/s),Floor Accel (m/s²),Damper Rel Disp (m),Damper Rel Vel (m/s),Damper Rel Accel (m/s²),Damper Abs Disp (m),Damper Abs Accel (m/s²)
0.24,0.004644801522,-0.00013267892200422097,-0.001120315810224279,-0.0044345335715532735,-3.3489906197597564e-06,-4.4110059973013625e-05,-0.00039023397714606277,-0.00013602791262398072,-0.004824767548699337
0.25,0.004831198389000001,-0.00014410811531151017,-0.001165522851233562,-0.0046068746303032865,-3.8100538283777953e-06,-4.810258175059417e-05,-0.00040827037837004533,-0.00014791816913988797,-0.0050151450086733315
0.26,0.0048462989219999995,-0.00015599370158023965,-0.0012115944025123326,-0.004607435625450801,-4.311954544441236e-06,-5.2277561462094016e-05,-0.00042672556392992346,-0.0001603056561246809,-0.005034161189380725
0.27,0.004632306525,-0.00016833429597163912,-0.0012565244757675614,-0.004378579025594958,-4.856523149853533e-06,-5.6636159620365365e-05,-0.00044499406772434706,-0.00017319081912149265,-0.004823573093319305
0.28,0.00431341776,-0.00018111012148748541,-0.0012986406274016985,-0.0040446513012325,-5.445573672778462e-06,-6.117394496462034e-05,-0.0004625630011266471,-0.00018655569516026388,-0.004507214302359147
0.29,0.004159211427,-0.00019429452486587488,-0.001338240048276194,-0.0038752328736665837,-6.08086492628509e-06,-6.58843057367053e-05,-0.00047950915329034464,-0.00020037538979215995,-0.004354742026956928
0.3,0.004333507659000001,-0.00020787465523626939,-0.0013777860258027078,-0.004033962631636196,-6.764109883520338e-06,-7.076468571034432e-05,-0.0004965668414374588,-0.00021463876511978972,-0.004530529473073655
0.31,0.004521994056,-0.0002218585242303432,-0.0014189877730120563,-0.004206386810233492,-7.497027220986802e-06,-7.581878178294856e-05,-0.0005142523730833898,-0.00022935555145133,-0.004720639183316881
0.32,0.004530368853,-0.0002362585180790975,-0.001461010996738805,-0.004198257935116251,-8.28137931590031e-06,-8.1051637199753e-05,-0.0005323187102774975,-0.00024453989739499783,-0.004730576645393749
0.33,0.00395472492,-0.00025106373398080495,-0.0015000321836026818,-0.0036059794376591065,-9.118943898043061e-06,-8.646127922879724e-05,-0.0005496096955313502,-0.000260182677878848,-0.004155589133190456
0.34,0.003128250078,-0.00026622328315818733,-0.0015318776518737952,-0.002763114216563562,-1.0011418107210422e-05,-9.203356260467483e-05,-0.0005648469796441692,-0.00027623470126539773,-0.003327961196207731
0.35,0.0030845416230000002,-0.0002816787151566476,-0.0015592087478182592,-0.002703104972329223,-1.0960345041608497e-05,-9.775182427494015e-05,-0.0005788053544088957,-0.0002926390601982561,-0.0032819103267381186
0.36,0.003972384882000001,-0.00029742773192309896,-0.0015905946054720127,-0.0035740665584214687,-1.1967184936357836e-05,-0.00010361615467492767,-0.0005940607255886075,-0.0003093949168594568,-0.0041681272840100765
0.37,0.004462394382,-0.0003135241885133205,-0.0016286967125722922,-0.004046354861634454,-1.3033483888774067e-05,-0.00010964363580831852,-0.0006114355010895621,-0.00032655767240209456,-0.004657790362724016
0.38,0.004461182847000001,-0.0003300129867807845,-0.001669062940920509,-0.004026890808008949,-1.4160946338306935e-05,-0.0001158488540982552,-0.0006296081568977733,-0.0003441739331190914,-0.0046564989649067225
0.39,0.004464946944,-0.00034690458978169807,-0.0017092576592622063,-0.004012052860330511,-1.535137131144041e-05,-0.00012223614052843948,-0.0006478491291390833,-0.00036225596109313847,-0.004659901989469594
0.4,0.004496222205000001,-0.0003641980768255343,-0.001749439749505041,-0.004024365188236407,-1.6606584058157178e-05,-0.00012880640881491435,-0.0006662045281558877,-0.00038080466088369146,-0.004690569716392295
